model_slice,age_window_width_myr,n_histories_total,worst_case_cumulative_euv_width,worst_case_cumulative_wind_width
TOI-700 0.40 Msun,1250.0,97,2.1962715253474934,2.253001741931493
TOI-700 0.40 Msun,1260.0,97,2.1962715253474934,2.253001741931493
TOI-700 0.40 Msun,1270.0,97,2.1962715253474934,2.253001741931493
TOI-700 0.40 Msun,1280.0,97,2.1962715253474934,2.253001741931493
TOI-700 0.40 Msun,1290.0,97,2.1962715253474934,2.253001741931493
TOI-700 0.40 Msun,1300.0,97,2.1962715253474934,2.253001741931493
TOI-700 0.40 Msun,1310.0,97,2.1962715253474934,2.253001741931493
TOI-700 0.40 Msun,1320.0,97,2.1962715253474934,2.253001741931493
TOI-700 0.40 Msun,1330.0,97,2.1962715253474934,2.253001741931493
TOI-700 0.40 Msun,1340.0,97,2.1962715253474934,2.253001741931493
TOI-700 0.40 Msun,1350.0,97,2.1962715253474934,2.253001741931493
TOI-700 0.40 Msun,1360.0,97,2.1962715253474934,2.253001741931493
TOI-700 0.40 Msun,1370.0,97,2.1962715253474934,2.253001741931493
TOI-700 0.40 Msun,1380.0,97,2.1962715253474934,2.253001741931493
TOI-700 0.40 Msun,1390.0,97,2.1962715253474934,2.253001741931493
TOI-700 0.40 Msun,1400.0,97,2.1962715253474934,2.253001741931493
TOI-700 0.40 Msun,1410.0,97,2.1962715253474934,2.253001741931493
TOI-700 0.40 Msun,1420.0,97,2.1962715253474934,2.253001741931493
TOI-700 0.40 Msun,1430.0,97,2.1962715253474934,2.253001741931493
TOI-700 0.40 Msun,1440.0,97,2.1962715253474934,2.253001741931493
TOI-700 0.40 Msun,1450.0,97,2.1962715253474934,2.253001741931493
TOI-700 0.40 Msun,1460.0,97,2.1962715253474934,2.253001741931493
TOI-700 0.40 Msun,1470.0,97,2.1962715253474934,2.253001741931493
TOI-700 0.40 Msun,1480.0,97,2.1962715253474934,2.253001741931493
TOI-700 0.40 Msun,1490.0,97,2.1962715253474934,2.253001741931493
TOI-700 0.40 Msun,1500.0,97,2.1962715253474934,2.253001741931493
TOI-700 0.40 Msun,1510.0,97,2.1962715253474934,2.253001741931493
TOI-700 0.40 Msun,1520.0,97,2.1962715253474934,2.253001741931493
TOI-700 0.40 Msun,1530.0,97,2.1962715253474934,2.253001741931493
TOI-700 0.40 Msun,1540.0,97,2.1962715253474934,2.253001741931493
TOI-700 0.40 Msun,1550.0,97,2.1962715253474934,2.253001741931493
TOI-700 0.40 Msun,1560.0,97,2.1962715253474934,2.253001741931493
TOI-700 0.40 Msun,1570.0,97,2.1962715253474934,2.253001741931493
TOI-700 0.40 Msun,1580.0,97,2.1962715253474934,2.253001741931493
TOI-700 0.40 Msun,1590.0,97,2.1962715253474934,2.253001741931493
TOI-700 0.40 Msun,1600.0,97,2.1962715253474934,2.253001741931493
TOI-700 0.45 Msun,0.0,97,1.006771760582168,1.0076836949463972
TOI-700 0.45 Msun,10.0,97,1.011975306614298,1.0136579940121786
TOI-700 0.45 Msun,20.0,97,1.0236706869667294,1.0256235320239728
TOI-700 0.45 Msun,25.0,97,1.028461339558906,1.0366346146372383
TOI-700 0.45 Msun,30.0,97,1.0366989027480422,1.0453557065749821
TOI-700 0.45 Msun,40.0,97,1.0434726560030918,1.0516450818315233
TOI-700 0.45 Msun,50.0,97,1.0545618167387694,1.067348564473702
TOI-700 0.45 Msun,60.0,97,1.0719939185801683,1.0966937104955938
TOI-700 0.45 Msun,70.0,97,1.0779470290594766,1.1048735550031907
TOI-700 0.45 Msun,80.0,97,1.0896680054634973,1.1129086998699442
TOI-700 0.45 Msun,90.0,97,1.1026486232688915,1.1239472769443601
TOI-700 0.45 Msun,100.0,97,1.1152167217539684,1.1464769902038574
TOI-700 0.45 Msun,110.0,97,1.1192594586899551,1.1464769902038574
TOI-700 0.45 Msun,120.0,97,1.1425020893878415,1.1904603973524412
