stellar_mass_msun,rotation_percentile_150Myr,initial_omega_sun,rotation_match_age_myr,matched_period_days,current_euv_flux_erg_s_cm2,current_x_flux_erg_s_cm2,current_mdot_msun_yr,cumulative_euv_fluence_erg_cm2,cumulative_x_fluence_erg_cm2,cumulative_wind_column_kg_m2
0.45,67,11.82,4008.691845929525,54.0,76.43399512355526,29.543973068893987,1.0176532015990283e-14,3.3227853643230986e+19,3.021088571543333e+19,62991.54401533141
0.45,68,12.18,4022.8425285997773,54.0,76.50040120606626,29.582971050450006,1.0147462184220512e-14,3.3672026203382702e+19,3.0773123559082422e+19,63826.05007728278
0.45,69,12.31,4032.353788043629,54.0,76.41671736276308,29.60975934317591,1.0125586287499654e-14,3.3783799836000006e+19,3.090487460219408e+19,64035.35971253557
0.45,70,12.55,4037.0498574791054,54.0,76.44429984421956,29.621591366084992,1.0122195299293879e-14,3.39367187762412e+19,3.1102917737688097e+19,64334.62064802889
0.45,71,12.79,4037.0498574791054,54.0,76.49370286262908,29.621591366084992,1.012590028504179e-14,3.4069866259434353e+19,3.12715935449962e+19,64571.94501123785
0.45,72,13.16,4051.3138325675095,54.0,76.45586603762086,29.591411128708877,1.0146058502297472e-14,3.4336965709705097e+19,3.160693278282817e+19,65102.38314110076
0.45,73,13.28,4051.3138325675095,54.0,76.52078514364746,29.659834015798943,1.0146058502297472e-14,3.4404558687251984e+19,3.1712502611380756e+19,65247.94859872669
0.45,74,13.53,4057.315744448335,54.0,76.51718041039453,29.619818671163948,1.0128052766654995e-14,3.4579605054714003e+19,3.1922665179420885e+19,65548.05252796717
0.45,75,13.77,4065.6344538649882,54.0,76.55069140707147,29.610180710637053,1.0168731092270023e-14,3.4819862951957406e+19,3.2228731650215174e+19,66028.84342681366
0.45,76,14.26,4080.0117213715444,54.0,76.51149498474753,29.62849709345998,1.013997655725691e-14,3.5168995140564574e+19,3.2665586440050803e+19,66695.55227651502
0.45,77,15.11,4095.1304198024536,54.0,76.60323600188302,29.64088164365021,1.0209739160395093e-14,3.5767954998679392e+19,3.345637715831612e+19,67890.06075524223
0.45,78,15.97,4122.842528599777,54.0,76.63374319918292,29.685854360653483,1.014974643708049e-14,3.6452380176378266e+19,3.431230780903083e+19,69213.83495273665
0.45,79,16.21,4122.842528599777,54.0,76.6642018820961,29.716313043566668,1.0154314942800446e-14,3.6567941551654126e+19,3.4479921566404764e+19,69460.70022847505
0.45,80,16.7,4137.049857479105,54.0,76.62704485574574,29.70553034079213,1.0188850427562684e-14,3.6852089436117352e+19,3.484292635929727e+19,70017.13214027742
0.45,81,17.19,4151.31383256751,54.0,76.58920803073752,29.724753121825536,1.0197372334864979e-14,3.721920883874228e+19,3.5310379034609844e+19,70748.23262864098
0.45,82,17.68,4165.634453864988,54.0,76.59651511123332,29.697698999591868,1.0168731092270023e-14,3.755370327195622e+19,3.5721654948508967e+19,71391.83018213394
0.45,83,18.65,4182.475962584807,54.0,76.63863106348741,29.742123876482843,1.0152572112245577e-14,3.817648098192997e+19,3.6546181350337303e+19,72671.7773321714
0.45,84,19.14,4194.445635087174,54.0,76.73830274999906,29.772295969414614,1.0211108729825651e-14,3.851398610232323e+19,3.699565452991449e+19,73362.02488035068
0.45,85,19.63,4208.691845929525,54.0,76.68908922918754,29.677315062010653,1.017913956976914e-14,3.883142515165817e+19,3.738514599982557e+19,73979.08760525958
0.45,86,19.87,4208.691845929525,54.0,76.7006791097886,29.799067174526257,1.0180008754362094e-14,3.894594618974339e+19,3.754502009060695e+19,74215.73190542616
0.45,87,20.36,4222.842528599777,54.0,76.79754387521275,29.819196353770145,1.0154314942800446e-14,3.945067502800022e+19,3.821361845681263e+19,75280.13677487553
0.45,88,20.61,4232.353788043629,54.0,76.77360215628696,29.743101336292572,1.0202938635869114e-14,3.959869400744491e+19,3.839752404118215e+19,75559.52218963247
0.45,89,20.85,4237.049857479105,54.0,76.7603868488624,29.754933359201654,1.0188850427562684e-14,3.970854090869445e+19,3.8546080367154495e+19,75799.58074252706
0.45,90,21.34,4244.8099835295125,54.0,76.74085075612977,29.776787293444926,1.0210380032940974e-14,3.996926273742333e+19,3.8864811441782096e+19,76333.315557375
0.45,91,21.83,4251.31383256751,54.0,76.78746912988079,29.7931760089156,1.0197372334864979e-14,4.0212323744831504e+19,3.919294460976703e+19,76836.39520656035
0.45,92,22.56,4265.634453864988,54.0,76.81737539330479,29.74352270375372,1.0203096638405035e-14,4.0615482346730725e+19,3.9721752570120724e+19,77698.31695195397
0.45,93,22.92,4269.8710708001,54.0,76.80670720284668,29.80279504539855,1.01903867875997e-14,4.0794216586645905e+19,3.996583026866101e+19,78096.48744811301
0.45,94,23.78,4282.475962584807,54.0,76.90531504972073,29.87546586959951,1.0235048074830386e-14,4.1287841436328165e+19,4.063362926905475e+19,79189.71626078486
0.45,95,24.02,4294.445635087174,54.0,76.87164474311574,29.779702270294347,1.0211108729825651e-14,4.143144193904285e+19,4.08092588209751e+19,79517.79982929851
0.45,96,24.76,4308.691845929525,54.0,76.83402110290525,29.799067174526257,1.0181747123547998e-14,4.185624533397409e+19,4.135315469149818e+19,80418.4397973984
0.45,97,25.73,4322.842528599777,54.0,76.90042718541623,29.84965503668333,1.0231472414200668e-14,4.23498085439933e+19,4.200478494436381e+19,81475.42475466247
0.45,98,26.46,4337.049857479105,54.0,76.89372884197908,29.838872333908792,1.0225900285041789e-14,4.27054959413568e+19,4.247879220931186e+19,82242.16109759288
